Sentence,Word_Count,Tag_Count,Word_Tag_Pairs
Sanki bir zaman makinesine binmiş gibi hissettim.,7,5,Sanki:BELİRTEÇ-ADVERB|bir:BELİRLEYİCİ-DET|zaman:AD-NOUN|makinesine:AD-NOUN|binmiş:FİİL-VERB|gibi:İLGEÇ-PREPOS|hissettim.:FİİL-VERB
Sanki bir zaman tünelinden geçmiş gibiydik.,6,4,Sanki:BELİRTEÇ-ADVERB|bir:BELİRLEYİCİ-DET|zaman:AD-NOUN|tünelinden:AD-NOUN|geçmiş:FİİL-VERB|gibiydik.:FİİL-VERB
Sanki bir çapa gibiydi.,4,4,Sanki:BELİRTEÇ-ADVERB|bir:BELİRLEYİCİ-DET|çapa:AD-NOUN|gibiydi.:FİİL-VERB
Sanki bir çocuğun çizdiği resim gibiydi o kasaba.,8,5,Sanki:BELİRTEÇ-ADVERB|bir:BELİRLEYİCİ-DET|çocuğun:AD-NOUN|çizdiği:SIFAT-ADJECTIVE|resim:AD-NOUN|gibiydi:FİİL-VERB|o:BELİRLEYİCİ-DET|kasaba.:AD-NOUN
Sanki bir şahin gibi yükseklerden izliyordu her şeyi.,8,6,Sanki:BELİRTEÇ-ADVERB|bir:BELİRLEYİCİ-DET|şahin:AD-NOUN|gibi:İLGEÇ-PREPOS|yükseklerden:SIFAT-ADJECTIVE|izliyordu:FİİL-VERB|her:BELİRLEYİCİ-DET|şeyi.:AD-NOUN
Sanki bir şelalenin sesi gibiydi kahkahası.,6,4,Sanki:BELİRTEÇ-ADVERB|bir:BELİRLEYİCİ-DET|şelalenin:AD-NOUN|sesi:AD-NOUN|gibiydi:FİİL-VERB|kahkahası.:AD-NOUN
Sanki bir şimşek çakmış gibi aydınlandı zihni.,7,5,Sanki:BELİRTEÇ-ADVERB|bir:BELİRLEYİCİ-DET|şimşek:AD-NOUN|çakmış:FİİL-VERB|gibi:İLGEÇ-PREPOS|aydınlandı:FİİL-VERB|zihni.:AD-NOUN
Sanki boşlukta yürüyor gibiydi.,4,3,Sanki:BELİRTEÇ-ADVERB|boşlukta:AD-NOUN|yürüyor:FİİL-VERB|gibiydi.:FİİL-VERB
Sanki buzdan bir heykel gibiydi,5,4,Sanki:BELİRTEÇ-ADVERB|buzdan:AD-NOUN|bir:BELİRLEYİCİ-DET|heykel:AD-NOUN|gibiydi:FİİL-VERB
Sanki buzdan bir şato gibiydi oturdukları ev.,7,5,Sanki:BELİRTEÇ-ADVERB|buzdan:AD-NOUN|bir:BELİRLEYİCİ-DET|şato:AD-NOUN|gibiydi:FİİL-VERB|oturdukları:SIFAT-ADJECTIVE|ev.:AD-NOUN
Sanki dün gibi aklımda her an.,6,4,Sanki:BELİRTEÇ-ADVERB|dün:AD-NOUN|gibi:İLGEÇ-PREPOS|aklımda:AD-NOUN|her:BELİRLEYİCİ-DET|an.:AD-NOUN
Sanki görünmez bir duvar varmış gibiydi aramızda.,7,5,Sanki:BELİRTEÇ-ADVERB|görünmez:SIFAT-ADJECTIVE|bir:BELİRLEYİCİ-DET|duvar:AD-NOUN|varmış:FİİL-VERB|gibiydi:FİİL-VERB|aramızda.:AD-NOUN
Sanki görünmez olmuş gibi kimse onu fark etmiyordu.,8,6,Sanki:BELİRTEÇ-ADVERB|görünmez:SIFAT-ADJECTIVE|olmuş:FİİL-VERB|gibi:İLGEÇ-PREPOS|kimse:ADIL-PRONOUN|onu:ADIL-PRONOUN|fark:AD-NOUN|etmiyordu.:FİİL-VERB
Sanki hiç ayrılmamış gibi sohbete devam ettiler.,7,4,Sanki:BELİRTEÇ-ADVERB|hiç:BELİRTEÇ-ADVERB|ayrılmamış:FİİL-VERB|gibi:İLGEÇ-PREPOS|sohbete:AD-NOUN|devam:AD-NOUN|ettiler.:FİİL-VERB
Sanki hiç uyumamış gibi yorgun görünüyordu.,6,4,Sanki:BELİRTEÇ-ADVERB|hiç:BELİRTEÇ-ADVERB|uyumamış:FİİL-VERB|gibi:İLGEÇ-PREPOS|yorgun:SIFAT-ADJECTIVE|görünüyordu.:FİİL-VERB
Sanki hiç var olmamış gibi davrandılar.,6,4,Sanki:BELİRTEÇ-ADVERB|hiç:BELİRTEÇ-ADVERB|var:AD-NOUN|olmamış:FİİL-VERB|gibi:İLGEÇ-PREPOS|davrandılar.:FİİL-VERB
Sanki hiç yaşanmamış gibi sildim onu hafızamdan.,7,5,Sanki:BELİRTEÇ-ADVERB|hiç:BELİRTEÇ-ADVERB|yaşanmamış:FİİL-VERB|gibi:İLGEÇ-PREPOS|sildim:FİİL-VERB|onu:ADIL-PRONOUN|hafızamdan.:AD-NOUN
Sanki tüm dünyanın yükünü taşıyor gibiydi omuzlarında.,7,4,Sanki:BELİRTEÇ-ADVERB|tüm:BELİRLEYİCİ-DET|dünyanın:AD-NOUN|yükünü:AD-NOUN|taşıyor:FİİL-VERB|gibiydi:FİİL-VERB|omuzlarında.:AD-NOUN
Sanki yıllardır görüşmüyor gibiydik.,4,3,Sanki:BELİRTEÇ-ADVERB|yıllardır:AD-NOUN|görüşmüyor:FİİL-VERB|gibiydik.:FİİL-VERB
Sarhoş adam sendeliyordu.,3,3,Sarhoş:SIFAT-ADJECTIVE|adam:AD-NOUN|sendeliyordu:FİİL-VERB
Satıcı müşteriye ürünü gösterdi.,4,2,Satıcı:AD-NOUN|müşteriye:AD-NOUN|ürünü:AD-NOUN|gösterdi:FİİL-VERB
Satıcı müşteriyi ikna etti.,4,2,Satıcı:AD-NOUN|müşteriyi:AD-NOUN|ikna:AD-NOUN|etti.:FİİL-VERB
Satıcı ürünleri ayrı ayrı paketledi.,5,3,Satıcı:AD-NOUN|ürünleri:AD-NOUN|ayrı:BELİRTEÇ-ADVERB|ayrı:BELİRTEÇ-ADVERB|paketledi:FİİL-VERB
Savaş bir kabus gibi şehrin üzerine çöktü.,7,4,Savaş:AD-NOUN|bir:BELİRLEYİCİ-DET|kabus:AD-NOUN|gibi:İLGEÇ-PREPOS|şehrin:AD-NOUN|üzerine:AD-NOUN|çöktü.:FİİL-VERB
Savcı mahkemeye delil sundu.,4,2,Savcı:AD-NOUN|mahkemeye:AD-NOUN|delil:AD-NOUN|sundu:FİİL-VERB
Sayfa yırtıldı.,2,2,Sayfa:AD-NOUN|yırtıldı:FİİL-VERB
Sayısızca denedik.,3,3,Sayısızca:ZARF-ADV|denedik:FİİL-VERB|.:NOKTALAMA-PUNC
"Sayıştay, genel uygunluk bildirimini ilişkin olduğu kesin hesap kanununun maliyece Büyük Millet Meclisine verilmesi tarihinden başlıyarak en geç altı ay içinde Meclise sunar.",25,5,"Sayıştay:AD-NOUN|,:NOKTALAMA-PUNCTUATION|genel:SIFAT-ADJECTIVE|uygunluk:AD-NOUN|bildirimini:AD-NOUN|ilişkin:SIFAT-ADJECTIVE|olduğu:SIFAT-ADJECTIVE|kesin:SIFAT-ADJECTIVE|hesap:AD-NOUN|kanununun:AD-NOUN|maliyece:AD-NOUN|Büyük:SIFAT-ADJECTIVE|Millet:AD-NOUN|Meclisine:AD-NOUN|verilmesi:FİİL-VERB|tarihinden:AD-NOUN|başlıyarak:FİİL-VERB|en:BELİRTEÇ-ADVERB|geç:BELİRTEÇ-ADVERB|altı:SIFAT-ADJECTIVE|ay:AD-NOUN|içinde:AD-NOUN|Meclise:AD-NOUN|sunar:FİİL-VERB|.:NOKTALAMA-PUNCTUATION"
Saçları seyreldi.,2,2,Saçları:AD-NOUN|seyreldi:FİİL-VERB
Saçları uzadı.,2,2,Saçları:AD-NOUN|uzadı:FİİL-VERB
Seferberlik ve sıkıyönetim hallerinin veyahut salgın hastalıklardan dolayı kanun gereğine alınacak tedbirlerin gerektirdiği kısıntıların dışında yolculuk hiçbir kayıt altına alınamaz.,21,7,Seferberlik:AD-NOUN|ve:BAĞLAÇ-CONJ|sıkıyönetim:AD-NOUN|hallerinin:AD-NOUN|veyahut:BAĞLAÇ-CONJ|salgın:SIFAT-ADJECTIVE|hastalıklardan:AD-NOUN|dolayı:İLGEÇ-PREPOS|kanun:AD-NOUN|gereğine:AD-NOUN|alınacak:SIFAT-ADJECTIVE|tedbirlerin:AD-NOUN|gerektirdiği:SIFAT-ADJECTIVE|kısıntıların:AD-NOUN|dışında:İLGEÇ-PREPOS|yolculuk:AD-NOUN|hiçbir:BELİRLEYİCİ-DET|kayıt:AD-NOUN|altına:AD-NOUN|alınamaz:FİİL-VERB|.:NOKTALAMA-PUNCTUATION
Seferler sıklaştı.,2,2,Seferler:AD-NOUN|sıklaştı:FİİL-VERB
Sekiz defa daha söyleyin.,5,4,Sekiz:SAYI-NUM|defa:ZARF-ADV|daha:ZARF-ADV|söyleyin:FİİL-VERB|.:NOKTALAMA-PUNC
Sekiz defa form gönderdim.,5,5,Sekiz:SAYI-NUM|defa:ZARF-ADV|form:İSİM-NOUN|gönderdim:FİİL-VERB|.:NOKTALAMA-PUNC
Sekiz dokuz kez çağırdım.,5,4,Sekiz:SAYI-NUM|dokuz:SAYI-NUM|kez:ZARF-ADV|çağırdım:FİİL-VERB|.:NOKTALAMA-PUNC
Sekiz kere daha ara.,5,4,Sekiz:SAYI-NUM|kere:ZARF-ADV|daha:ZARF-ADV|ara:FİİL-VERB|.:NOKTALAMA-PUNC
Sekiz kere hesap kapattın.,5,5,Sekiz:SAYI-NUM|kere:ZARF-ADV|hesap:İSİM-NOUN|kapattın:FİİL-VERB|.:NOKTALAMA-PUNC
Sekiz kere kapattılar.,4,4,Sekiz:SAYI-NUM|kere:ZARF-ADV|kapattılar:FİİL-VERB|.:NOKTALAMA-PUNC
Sekiz kere kolu çevirdim.,5,5,Sekiz:SAYI-NUM|kere:ZARF-ADV|kolu:İSİM-NOUN|çevirdim:FİİL-VERB|.:NOKTALAMA-PUNC
Sekiz kere kontrol ettim.,5,5,Sekiz:SAYI-NUM|kere:ZARF-ADV|kontrol:İSİM-NOUN|ettim:FİİL-VERB|.:NOKTALAMA-PUNC
Sekiz kere sağa döndüm.,5,5,Sekiz:SAYI-NUM|kere:ZARF-ADV|sağa:İSİM-NOUN|döndüm:FİİL-VERB|.:NOKTALAMA-PUNC
Sekiz kez kapattım.,4,4,Sekiz:SAYI-NUM|kez:ZARF-ADV|kapattım:FİİL-VERB|.:NOKTALAMA-PUNC
Sekiz kez kontrol edildi.,5,5,Sekiz:SAYI-NUM|kez:ZARF-ADV|kontrol:İSİM-NOUN|edildi:FİİL-VERB|.:NOKTALAMA-PUNC
Sekiz kez yeniden dene.,5,4,Sekiz:SAYI-NUM|kez:ZARF-ADV|yeniden:ZARF-ADV|dene:FİİL-VERB|.:NOKTALAMA-PUNC
Sekiz kez yokladım.,4,4,Sekiz:SAYI-NUM|kez:ZARF-ADV|yokladım:FİİL-VERB|.:NOKTALAMA-PUNC
Sekizer kez tekrarladık.,4,4,Sekizer:SAYI-NUM|kez:ZARF-ADV|tekrarladık:FİİL-VERB|.:NOKTALAMA-PUNC
Sekreter bize toplantının detaylarını daha sonra anlatacak.,7,4,Sekreter:AD-NOUN|bize:ADIL-PRONOUN|toplantının:AD-NOUN|detaylarını:AD-NOUN|daha:BELİRTEÇ-ADVERB|sonra:BELİRTEÇ-ADVERB|anlatacak.:FİİL-VERB
Sekreter toplantının iptal edildiğini söyledi.,5,2,Sekreter:AD-NOUN|toplantının:AD-NOUN|iptal:AD-NOUN|edildiğini:FİİL-VERB|söyledi.:FİİL-VERB
Sekreter toplantıyı düzenledi.,3,2,Sekreter:AD-NOUN|toplantıyı:AD-NOUN|düzenledi.:FİİL-VERB
Seksen kere denemiş.,4,4,Seksen:SAYI-NUM|kere:ZARF-ADV|denemiş:FİİL-VERB|.:NOKTALAMA-PUNC
Sel gibi akan gözyaşlarını tutamadı.,5,4,Sel:AD-NOUN|gibi:İLGEÇ-PREPOS|akan:SIFAT-ADJECTIVE|gözyaşlarını:AD-NOUN|tutamadı.:FİİL-VERB
Sen bize katılmak zorunda değilsin.,5,3,Sen:ADIL-PRONOUN|bize:ADIL-PRONOUN|katılmak:FİİL-VERB|zorunda:AD-NOUN|değilsin.:FİİL-VERB
Sen bu işi başarabileceğine inanmalısın.,5,4,Sen:ADIL-PRONOUN|bu:BELİRLEYİCİ-DET|işi:AD-NOUN|başarabileceğine:FİİL-VERB|inanmalısın.:FİİL-VERB
Sen hata yapmaktan korkma.,4,3,Sen:ADIL-PRONOUN|hata:AD-NOUN|yapmaktan:FİİL-VERB|korkma.:FİİL-VERB
Sen insanları yargılamayı bırakmalısın.,4,3,Sen:ADIL-PRONOUN|insanları:AD-NOUN|yargılamayı:FİİL-VERB|bırakmalısın.:FİİL-VERB
Sen maçın ertelendiğini duydun mu?,5,4,Sen:ADIL-PRONOUN|maçın:AD-NOUN|ertelendiğini:FİİL-VERB|duydun:FİİL-VERB|mu?:SORU-QUESTION
Sen ona bu konuda kesinlikle güvenebilirsin.,6,5,Sen:ADIL-PRONOUN|ona:ADIL-PRONOUN|bu:BELİRLEYİCİ-DET|konuda:AD-NOUN|kesinlikle:BELİRTEÇ-ADVERB|güvenebilirsin.:FİİL-VERB
Sen onun kim olduğunu tahmin edemezsin.,6,4,Sen:ADIL-PRONOUN|onun:ADIL-PRONOUN|kim:SORU-QUESTION|olduğunu:FİİL-VERB|tahmin:AD-NOUN|edemezsin.:FİİL-VERB
Sen onun ne kadar değiştiğini fark ettin mi?,8,5,Sen:ADIL-PRONOUN|onun:ADIL-PRONOUN|ne:SORU-QUESTION|kadar:İLGEÇ-PREPOS|değiştiğini:FİİL-VERB|fark:AD-NOUN|ettin:FİİL-VERB|mi?:SORU-QUESTION
Sen onun söylediklerini kanıtlayamazsın.,4,2,Sen:ADIL-PRONOUN|onun:ADIL-PRONOUN|söylediklerini:FİİL-VERB|kanıtlayamazsın.:FİİL-VERB
Senden başka kimseye güvenemem.,4,3,Senden:ADIL-PRONOUN|başka:İLGEÇ-PREPOS|kimseye:ADIL-PRONOUN|güvenemem.:FİİL-VERB
Senden haber alana kadar içim rahat etmeyecek.,7,4,Senden:ADIL-PRONOUN|haber:AD-NOUN|alana:FİİL-VERB|kadar:İLGEÇ-PREPOS|içim:AD-NOUN|rahat:AD-NOUN|etmeyecek.:FİİL-VERB
Senden ötürü başıma gelmeyen kalmadı.,5,4,Senden:ADIL-PRONOUN|ötürü:İLGEÇ-PREPOS|başıma:AD-NOUN|gelmeyen:AD-NOUN|kalmadı.:FİİL-VERB
Seni bir daha görene kadar bekleyeceğim.,6,5,Seni:ADIL-PRONOUN|bir:SIFAT-ADJECTIVE|daha:BELİRTEÇ-ADVERB|görene:FİİL-VERB|kadar:İLGEÇ-PREPOS|bekleyeceğim.:FİİL-VERB
Seni bir kere göreyim.,5,5,Seni:ZAMİR-PRON|bir:SAYI-NUM|kere:ZARF-ADV|göreyim:FİİL-VERB|.:NOKTALAMA-PUNC
Seni bir kez uyardım.,5,5,Seni:ZAMİR-PRON|bir:SAYI-NUM|kez:ZARF-ADV|uyardım:FİİL-VERB|.:NOKTALAMA-PUNC
Seni dünyalar kadar çok seviyorum.,5,5,Seni:ADIL-PRONOUN|dünyalar:AD-NOUN|kadar:İLGEÇ-PREPOS|çok:BELİRTEÇ-ADVERB|seviyorum.:FİİL-VERB
Seni görmek için kilometrelerce yol geldim.,6,5,Seni:ADIL-PRONOUN|görmek:FİİL-VERB|için:İLGEÇ-PREPOS|kilometrelerce:BELİRTEÇ-ADVERB|yol:AD-NOUN|geldim.:FİİL-VERB
Seni mutlu edecek kadar gücüm var mı bilmiyorum.,8,6,Seni:ADIL-PRONOUN|mutlu:SIFAT-ADJECTIVE|edecek:FİİL-VERB|kadar:İLGEÇ-PREPOS|gücüm:AD-NOUN|var:FİİL-VERB|mı:SORU-QUESTION|bilmiyorum.:FİİL-VERB
Seni nice kez bekledim.,5,5,Seni:ZAMİR-PRON|nice:SAYI-NUM|kez:ZARF-ADV|bekledim:FİİL-VERB|.:NOKTALAMA-PUNC
Seni rahatsız edecek kadar ileri gitmek istemem.,7,4,Seni:ADIL-PRONOUN|rahatsız:AD-NOUN|edecek:FİİL-VERB|kadar:İLGEÇ-PREPOS|ileri:AD-NOUN|gitmek:FİİL-VERB|istemem.:FİİL-VERB
Seni sayısızca aradılar.,4,4,Seni:ZAMİR-PRON|sayısızca:ZARF-ADV|aradılar:FİİL-VERB|.:NOKTALAMA-PUNC
Seni tatmin edene kadar farklı seçenekler sunabilirim.,7,5,Seni:ADIL-PRONOUN|tatmin:AD-NOUN|edene:FİİL-VERB|kadar:İLGEÇ-PREPOS|farklı:SIFAT-ADJECTIVE|seçenekler:AD-NOUN|sunabilirim.:FİİL-VERB
Seni yedi kez bekledim.,5,5,Seni:ZAMİR-PRON|yedi:SAYI-NUM|kez:ZARF-ADV|bekledim:FİİL-VERB|.:NOKTALAMA-PUNC
Seni yine defalarca aradım.,5,4,Seni:ZAMİR-PRON|yine:ZARF-ADV|defalarca:ZARF-ADV|aradım:FİİL-VERB|.:NOKTALAMA-PUNC
Seni yüzlerce kez aradım.,5,5,Seni:ZAMİR-PRON|yüzlerce:SAYI-NUM|kez:ZARF-ADV|aradım:FİİL-VERB|.:NOKTALAMA-PUNC
Senin için yapamayacağım hiçbir şey yok.,6,5,Senin:ADIL-PRONOUN|için:İLGEÇ-PREPOS|yapamayacağım:SIFAT-ADJECTIVE|hiçbir:BELİRLEYİCİ-DET|şey:AD-NOUN|yok.:AD-NOUN
Senin kadar anlayışlı bir eşim olduğu için şanslıyım.,8,6,Senin:ADIL-PRONOUN|kadar:İLGEÇ-PREPOS|anlayışlı:SIFAT-ADJECTIVE|bir:BELİRLEYİCİ-DET|eşim:AD-NOUN|olduğu:FİİL-VERB|için:İLGEÇ-PREPOS|şanslıyım.:SIFAT-ADJECTIVE
Senin kadar güzel gülen birini görmedim.,6,4,Senin:ADIL-PRONOUN|kadar:İLGEÇ-PREPOS|güzel:SIFAT-ADJECTIVE|gülen:SIFAT-ADJECTIVE|birini:ADIL-PRONOUN|görmedim.:FİİL-VERB
Senin kadar inatçı birini tanımıyorum.,5,4,Senin:ADIL-PRONOUN|kadar:İLGEÇ-PREPOS|inatçı:SIFAT-ADJECTIVE|birini:ADIL-PRONOUN|tanımıyorum.:FİİL-VERB
Senin kadar iyi niyetli birini bulmak zor.,7,4,Senin:ADIL-PRONOUN|kadar:İLGEÇ-PREPOS|iyi:SIFAT-ADJECTIVE|niyetli:SIFAT-ADJECTIVE|birini:ADIL-PRONOUN|bulmak:FİİL-VERB|zor.:SIFAT-ADJECTIVE
Senin kadar sabırlı olamıyorum.,4,4,Senin:ADIL-PRONOUN|kadar:İLGEÇ-PREPOS|sabırlı:SIFAT-ADJECTIVE|olamıyorum.:FİİL-VERB
Senin sayende bu işi zamanında bitirdik.,6,5,Senin:ADIL-PRONOUN|sayende:İLGEÇ-PREPOS|bu:BELİRLEYİCİ-DET|işi:AD-NOUN|zamanında:AD-NOUN|bitirdik.:FİİL-VERB
Sesi bir gök gürültüsü gibiydi.,5,3,Sesi:AD-NOUN|bir:BELİRLEYİCİ-DET|gök:AD-NOUN|gürültüsü:AD-NOUN|gibiydi.:FİİL-VERB
Sesi kalınlaştı.,2,2,Sesi:AD-NOUN|kalınlaştı:FİİL-VERB
Sessizlik derinleşti.,2,2,Sessizlik:AD-NOUN|derinleşti:FİİL-VERB
Sevgisi eksilmedi.,2,2,Sevgisi:AD-NOUN|eksilmedi:FİİL-VERB
Seyirci bayıldı.,2,2,Seyirci:AD-NOUN|bayıldı:FİİL-VERB
Seyirciler kahkahalarla güldü.,3,3,Seyirciler:AD-NOUN|kahkahalarla:BELİRTEÇ-ADVERB|güldü:FİİL-VERB
"Seçim dönemi bitmeden Meclis, üyelerinin tam sayısının saltçokluğu ile seçim yenilemeye karar verirse, yeni toplanan Meclisin seçim dönemi kasım ayından başlar.",48,5,"Seçim:AD-NOUN|dönemi:AD-NOUN|bitmeden:FİİL-VERB|Meclis:AD-NOUN|,:NOKTALAMA-PUNCTUATION|üyelerinin:AD-NOUN|tam:SIFAT-ADJECTIVE|sayısının:AD-NOUN|saltçokluğu:AD-NOUN|ile:İLGEÇ-PREPOS|seçim:AD-NOUN|yenilemeye:FİİL-VERB|karar:AD-NOUN|verirse:FİİL-VERB|,:NOKTALAMA-PUNCTUATION|yeni:SIFAT-ADJECTIVE|toplanan:SIFAT-ADJECTIVE|Meclisin:AD-NOUN|seçim:AD-NOUN|dönemi:AD-NOUN|kasım:AD-NOUN|ayından:AD-NOUN|başlar:FİİL-VERB|.:NOKTALAMA-PUNCTUATION|Seçim:AD-NOUN|dönemi:AD-NOUN|bitmeden:FİİL-VERB|Meclis:AD-NOUN|,:NOKTALAMA-PUNCTUATION|üyelerinin:AD-NOUN|tam:SIFAT-ADJECTIVE|sayısının:AD-NOUN|saltçokluğu:AD-NOUN|ile:İLGEÇ-PREPOS|seçim:AD-NOUN|yenilemeye:FİİL-VERB|karar:AD-NOUN|verirse:FİİL-VERB|,:NOKTALAMA-PUNCTUATION|yeni:SIFAT-ADJECTIVE|toplanan:SIFAT-ADJECTIVE|Meclisin:AD-NOUN|seçim:AD-NOUN|dönemi:AD-NOUN|kasım:AD-NOUN|ayından:AD-NOUN|başlar:FİİL-VERB|.:NOKTALAMA-PUNCTUATION"
Sihirbaz büyü yaptı.,3,2,Sihirbaz:AD-NOUN|büyü:AD-NOUN|yaptı.:FİİL-VERB
Simit bayatladı.,2,2,Simit:AD-NOUN|bayatladı:FİİL-VERB
Sinek vızıldadı.,2,2,Sinek:AD-NOUN|vızıldadı:FİİL-VERB
Sistem yenilendi.,2,2,Sistem:AD-NOUN|yenilendi:FİİL-VERB
Sistem öğrencilere ödevlerini hatırlattı.,4,2,Sistem:AD-NOUN|öğrencilere:AD-NOUN|ödevlerini:AD-NOUN|hatırlattı:FİİL-VERB
"Siyasi hakları olan her Türkün, yeterliğine ve hakedişine göre, Devlet memuru olmak hakkıdır.",16,7,"Siyasi:SIFAT-ADJECTIVE|hakları:AD-NOUN|olan:SIFAT-ADJECTIVE|her:BELİRLEYİCİ-DET|Türkün:AD-NOUN|,:NOKTALAMA-PUNCTUATION|yeterliğine:AD-NOUN|ve:BAĞLAÇ-CONJ|hakedişine:AD-NOUN|göre:İLGEÇ-PREPOS|,:NOKTALAMA-PUNCTUATION|Devlet:AD-NOUN|memuru:AD-NOUN|olmak:FİİL-VERB|hakkıdır:AD-NOUN|.:NOKTALAMA-PUNCTUATION"
Sokak daraldı.,2,2,Sokak:AD-NOUN|daraldı:FİİL-VERB
Son dakikaya kadar umudunu kaybetmedi.,5,4,Son:SIFAT-ADJECTIVE|dakikaya:AD-NOUN|kadar:İLGEÇ-PREPOS|umudunu:AD-NOUN|kaybetmedi.:FİİL-VERB
Son kuruşuna kadar parasını hayır işlerine harcadı.,7,4,Son:SIFAT-ADJECTIVE|kuruşuna:AD-NOUN|kadar:İLGEÇ-PREPOS|parasını:AD-NOUN|hayır:AD-NOUN|işlerine:AD-NOUN|harcadı.:FİİL-VERB
Son nefesime kadar seni seveceğim.,5,5,Son:SIFAT-ADJECTIVE|nefesime:AD-NOUN|kadar:İLGEÇ-PREPOS|seni:ADIL-PRONOUN|seveceğim.:FİİL-VERB
Son otobüsü kaçırana kadar koştu ama yetişemedi.,7,5,Son:SIFAT-ADJECTIVE|otobüsü:AD-NOUN|kaçırana:FİİL-VERB|kadar:İLGEÇ-PREPOS|koştu:FİİL-VERB|ama:BAĞLAÇ-CONJ|yetişemedi.:FİİL-VERB
Sonsuza kadar birlikte olacağız.,4,3,Sonsuza:BELİRTEÇ-ADVERB|kadar:İLGEÇ-PREPOS|birlikte:BELİRTEÇ-ADVERB|olacağız.:FİİL-VERB
Sonsuzluğa uzanan bir yol gibiydi önündeki hayat.,7,4,Sonsuzluğa:AD-NOUN|uzanan:SIFAT-ADJECTIVE|bir:BELİRLEYİCİ-DET|yol:AD-NOUN|gibiydi:FİİL-VERB|önündeki:SIFAT-ADJECTIVE|hayat.:AD-NOUN
Sonucu merakla bekledi.,3,3,Sonucu:AD-NOUN|merakla:BELİRTEÇ-ADVERB|bekledi:FİİL-VERB
Sonuçlar aşağı yukarı aynı.,4,3,Sonuçlar:AD-NOUN|aşağı:BELİRTEÇ-ADVERB|yukarı:BELİRTEÇ-ADVERB|aynı:SIFAT-ADJECTIVE
Sonuçlar hipotezi doğruladı.,3,2,Sonuçlar:AD-NOUN|hipotezi:AD-NOUN|doğruladı.:FİİL-VERB
Sonuçlar resmen ilan edildi.,4,3,Sonuçlar:AD-NOUN|resmen:BELİRTEÇ-ADVERB|ilan:AD-NOUN|edildi:FİİL-VERB
"Soru, gensoru ve Meclis soruşturması Meclisin yetkilerinden olup bunların nasıl yapılacağı İç tüzükte gösterilir.",32,7,"Soru:AD-NOUN|,:NOKTALAMA-PUNCTUATION|gensoru:AD-NOUN|ve:BAĞLAÇ-CONJ|Meclis:AD-NOUN|soruşturması:AD-NOUN|Meclisin:AD-NOUN|yetkilerinden:AD-NOUN|olup:FİİL-VERB|bunların:ADIL-PRONOUN|nasıl:SORU-QUESTION|yapılacağı:FİİL-VERB|İç:SIFAT-ADJECTIVE|tüzükte:AD-NOUN|gösterilir:FİİL-VERB|.:NOKTALAMA-PUNCTUATION|Soru:AD-NOUN|,:NOKTALAMA-PUNCTUATION|gensoru:AD-NOUN|ve:BAĞLAÇ-CONJ|Meclis:AD-NOUN|soruşturması:AD-NOUN|Meclisin:AD-NOUN|yetkilerinden:AD-NOUN|olup:FİİL-VERB|bunların:ADIL-PRONOUN|nasıl:SORU-QUESTION|yapılacağı:FİİL-VERB|İç:AD-NOUN|tüzükte:AD-NOUN|gösterilir:FİİL-VERB|.:NOKTALAMA-PUNCTUATION"
Soruları samimiyetle cevapladı.,3,3,Soruları:AD-NOUN|samimiyetle:BELİRTEÇ-ADVERB|cevapladı:FİİL-VERB
Soruyu üç kez sordum.,5,5,Soruyu:İSİM-NOUN|üç:SAYI-NUM|kez:ZARF-ADV|sordum:FİİL-VERB|.:NOKTALAMA-PUNC
Soğuktan titredi.,2,2,Soğuktan:AD-NOUN|titredi:FİİL-VERB
Sporcu engeli aştı.,3,2,Sporcu:AD-NOUN|engeli:AD-NOUN|aştı.:FİİL-VERB
Sporcu suyu içti.,3,2,Sporcu:AD-NOUN|suyu:AD-NOUN|içti.:FİİL-VERB
Sporcu tekrar denedi.,3,3,Sporcu:AD-NOUN|tekrar:BELİRTEÇ-ADVERB|denedi:FİİL-VERB
Sporcu terledi.,2,2,Sporcu:AD-NOUN|terledi:FİİL-VERB
Sporcu vazgeçmeyi aklından bile geçirmedi.,5,3,Sporcu:AD-NOUN|vazgeçmeyi:FİİL-VERB|aklından:AD-NOUN|bile:BAĞLAÇ-CONJ|geçirmedi.:FİİL-VERB
Su gibi akıp geçti yıllar.,5,3,Su:AD-NOUN|gibi:İLGEÇ-PREPOS|akıp:FİİL-VERB|geçti:FİİL-VERB|yıllar.:AD-NOUN
Su içer gibi kolayca bitirdi yarışı.,6,4,Su:AD-NOUN|içer:FİİL-VERB|gibi:İLGEÇ-PREPOS|kolayca:BELİRTEÇ-ADVERB|bitirdi:FİİL-VERB|yarışı.:AD-NOUN
Su kaynadı.,2,2,Su:AD-NOUN|kaynadı:FİİL-VERB
Sunucu konuyu kısaca özetledi.,4,3,Sunucu:AD-NOUN|konuyu:AD-NOUN|kısaca:BELİRTEÇ-ADVERB|özetledi:FİİL-VERB
Sunumu üç kere prova ettik.,6,5,Sunumu:İSİM-NOUN|üç:SAYI-NUM|kere:ZARF-ADV|prova:İSİM-NOUN|ettik:FİİL-VERB|.:NOKTALAMA-PUNC
Suçlu kanunu çiğnedi.,3,2,Suçlu:AD-NOUN|kanunu:AD-NOUN|çiğnedi.:FİİL-VERB
