Full_Sentence,Word,Tag
Seferberlik ve sıkıyönetim hallerinin veyahut salgın hastalıklardan dolayı kanun gereğine alınacak tedbirlerin gerektirdiği kısıntıların dışında yolculuk hiçbir kayıt altına alınamaz.,hiçbir,BELİRLEYİCİ-DET
Seferberlik ve sıkıyönetim hallerinin veyahut salgın hastalıklardan dolayı kanun gereğine alınacak tedbirlerin gerektirdiği kısıntıların dışında yolculuk hiçbir kayıt altına alınamaz.,kayıt,AD-NOUN
Seferberlik ve sıkıyönetim hallerinin veyahut salgın hastalıklardan dolayı kanun gereğine alınacak tedbirlerin gerektirdiği kısıntıların dışında yolculuk hiçbir kayıt altına alınamaz.,altına,AD-NOUN
Seferberlik ve sıkıyönetim hallerinin veyahut salgın hastalıklardan dolayı kanun gereğine alınacak tedbirlerin gerektirdiği kısıntıların dışında yolculuk hiçbir kayıt altına alınamaz.,alınamaz,FİİL-VERB
Seferberlik ve sıkıyönetim hallerinin veyahut salgın hastalıklardan dolayı kanun gereğine alınacak tedbirlerin gerektirdiği kısıntıların dışında yolculuk hiçbir kayıt altına alınamaz.,.,NOKTALAMA-PUNCTUATION
"Bağıtların, çalışmaların, mülkedinme ve hak ve mal kullanmanın, toplanmaların, derneklerin ve ortaklıkların serbestlik sınırı kanunlarla çizilir.",Bağıtların,AD-NOUN
"Bağıtların, çalışmaların, mülkedinme ve hak ve mal kullanmanın, toplanmaların, derneklerin ve ortaklıkların serbestlik sınırı kanunlarla çizilir.",VİRGÜL,NOKTALAMA-PUNCTUATION
"Bağıtların, çalışmaların, mülkedinme ve hak ve mal kullanmanın, toplanmaların, derneklerin ve ortaklıkların serbestlik sınırı kanunlarla çizilir.",çalışmaların,AD-NOUN
"Bağıtların, çalışmaların, mülkedinme ve hak ve mal kullanmanın, toplanmaların, derneklerin ve ortaklıkların serbestlik sınırı kanunlarla çizilir.",VİRGÜL,NOKTALAMA-PUNCTUATION
"Bağıtların, çalışmaların, mülkedinme ve hak ve mal kullanmanın, toplanmaların, derneklerin ve ortaklıkların serbestlik sınırı kanunlarla çizilir.",mülkedinme,AD-NOUN
"Bağıtların, çalışmaların, mülkedinme ve hak ve mal kullanmanın, toplanmaların, derneklerin ve ortaklıkların serbestlik sınırı kanunlarla çizilir.",ve,BAĞLAÇ-CONJ
"Bağıtların, çalışmaların, mülkedinme ve hak ve mal kullanmanın, toplanmaların, derneklerin ve ortaklıkların serbestlik sınırı kanunlarla çizilir.",hak,AD-NOUN
"Bağıtların, çalışmaların, mülkedinme ve hak ve mal kullanmanın, toplanmaların, derneklerin ve ortaklıkların serbestlik sınırı kanunlarla çizilir.",ve,BAĞLAÇ-CONJ
"Bağıtların, çalışmaların, mülkedinme ve hak ve mal kullanmanın, toplanmaların, derneklerin ve ortaklıkların serbestlik sınırı kanunlarla çizilir.",mal,AD-NOUN
"Bağıtların, çalışmaların, mülkedinme ve hak ve mal kullanmanın, toplanmaların, derneklerin ve ortaklıkların serbestlik sınırı kanunlarla çizilir.",kullanmanın,AD-NOUN
"Bağıtların, çalışmaların, mülkedinme ve hak ve mal kullanmanın, toplanmaların, derneklerin ve ortaklıkların serbestlik sınırı kanunlarla çizilir.",VİRGÜL,NOKTALAMA-PUNCTUATION
"Bağıtların, çalışmaların, mülkedinme ve hak ve mal kullanmanın, toplanmaların, derneklerin ve ortaklıkların serbestlik sınırı kanunlarla çizilir.",toplanmaların,AD-NOUN
"Bağıtların, çalışmaların, mülkedinme ve hak ve mal kullanmanın, toplanmaların, derneklerin ve ortaklıkların serbestlik sınırı kanunlarla çizilir.",VİRGÜL,NOKTALAMA-PUNCTUATION
"Bağıtların, çalışmaların, mülkedinme ve hak ve mal kullanmanın, toplanmaların, derneklerin ve ortaklıkların serbestlik sınırı kanunlarla çizilir.",derneklerin,AD-NOUN
"Bağıtların, çalışmaların, mülkedinme ve hak ve mal kullanmanın, toplanmaların, derneklerin ve ortaklıkların serbestlik sınırı kanunlarla çizilir.",ve,BAĞLAÇ-CONJ
"Bağıtların, çalışmaların, mülkedinme ve hak ve mal kullanmanın, toplanmaların, derneklerin ve ortaklıkların serbestlik sınırı kanunlarla çizilir.",ortaklıkların,AD-NOUN
"Bağıtların, çalışmaların, mülkedinme ve hak ve mal kullanmanın, toplanmaların, derneklerin ve ortaklıkların serbestlik sınırı kanunlarla çizilir.",serbestlik,AD-NOUN
"Bağıtların, çalışmaların, mülkedinme ve hak ve mal kullanmanın, toplanmaların, derneklerin ve ortaklıkların serbestlik sınırı kanunlarla çizilir.",sınırı,AD-NOUN
"Bağıtların, çalışmaların, mülkedinme ve hak ve mal kullanmanın, toplanmaların, derneklerin ve ortaklıkların serbestlik sınırı kanunlarla çizilir.",kanunlarla,AD-NOUN
"Bağıtların, çalışmaların, mülkedinme ve hak ve mal kullanmanın, toplanmaların, derneklerin ve ortaklıkların serbestlik sınırı kanunlarla çizilir.",çizilir,FİİL-VERB
"Bağıtların, çalışmaların, mülkedinme ve hak ve mal kullanmanın, toplanmaların, derneklerin ve ortaklıkların serbestlik sınırı kanunlarla çizilir.",NOKTA,NOKTALAMA-PUNCTUATION
Hükûmetin gözetimi ve denetlemesi altında ve kanun çerçevesinde her türlü öğretim serbesttir.,Hükûmetin,AD-NOUN
Hükûmetin gözetimi ve denetlemesi altında ve kanun çerçevesinde her türlü öğretim serbesttir.,gözetimi,AD-NOUN
Hükûmetin gözetimi ve denetlemesi altında ve kanun çerçevesinde her türlü öğretim serbesttir.,ve,BAĞLAÇ-CONJ
Hükûmetin gözetimi ve denetlemesi altında ve kanun çerçevesinde her türlü öğretim serbesttir.,denetlemesi,AD-NOUN
Hükûmetin gözetimi ve denetlemesi altında ve kanun çerçevesinde her türlü öğretim serbesttir.,altında,İLGEÇ-PREPOS
Hükûmetin gözetimi ve denetlemesi altında ve kanun çerçevesinde her türlü öğretim serbesttir.,ve,BAĞLAÇ-CONJ
Hükûmetin gözetimi ve denetlemesi altında ve kanun çerçevesinde her türlü öğretim serbesttir.,kanun,AD-NOUN
Hükûmetin gözetimi ve denetlemesi altında ve kanun çerçevesinde her türlü öğretim serbesttir.,çerçevesinde,İLGEÇ-PREPOS
Hükûmetin gözetimi ve denetlemesi altında ve kanun çerçevesinde her türlü öğretim serbesttir.,her,BELİRLEYİCİ-DET
Hükûmetin gözetimi ve denetlemesi altında ve kanun çerçevesinde her türlü öğretim serbesttir.,türlü,SIFAT-ADJECTIVE
Hükûmetin gözetimi ve denetlemesi altında ve kanun çerçevesinde her türlü öğretim serbesttir.,öğretim,AD-NOUN
Hükûmetin gözetimi ve denetlemesi altında ve kanun çerçevesinde her türlü öğretim serbesttir.,serbesttir,FİİL-VERB
Hükûmetin gözetimi ve denetlemesi altında ve kanun çerçevesinde her türlü öğretim serbesttir.,NOKTA,NOKTALAMA-PUNCTUATION
"Postalara verilen kağıtlar, mektuplar ve her türlü emanetler yetkili sorgu yargıcı veya yetkili mahkeme kararı olmadıkça açılamaz ve telgraf ve telefonla haberleşmenin gizliliği bozulamaz.",Postalara,AD-NOUN
"Postalara verilen kağıtlar, mektuplar ve her türlü emanetler yetkili sorgu yargıcı veya yetkili mahkeme kararı olmadıkça açılamaz ve telgraf ve telefonla haberleşmenin gizliliği bozulamaz.",verilen,SIFAT-ADJECTIVE
"Postalara verilen kağıtlar, mektuplar ve her türlü emanetler yetkili sorgu yargıcı veya yetkili mahkeme kararı olmadıkça açılamaz ve telgraf ve telefonla haberleşmenin gizliliği bozulamaz.",kağıtlar,AD-NOUN
"Postalara verilen kağıtlar, mektuplar ve her türlü emanetler yetkili sorgu yargıcı veya yetkili mahkeme kararı olmadıkça açılamaz ve telgraf ve telefonla haberleşmenin gizliliği bozulamaz.",VİRGÜL,NOKTALAMA-PUNCTUATION
"Postalara verilen kağıtlar, mektuplar ve her türlü emanetler yetkili sorgu yargıcı veya yetkili mahkeme kararı olmadıkça açılamaz ve telgraf ve telefonla haberleşmenin gizliliği bozulamaz.",mektuplar,AD-NOUN
"Postalara verilen kağıtlar, mektuplar ve her türlü emanetler yetkili sorgu yargıcı veya yetkili mahkeme kararı olmadıkça açılamaz ve telgraf ve telefonla haberleşmenin gizliliği bozulamaz.",ve,BAĞLAÇ-CONJ
"Postalara verilen kağıtlar, mektuplar ve her türlü emanetler yetkili sorgu yargıcı veya yetkili mahkeme kararı olmadıkça açılamaz ve telgraf ve telefonla haberleşmenin gizliliği bozulamaz.",her,BELİRLEYİCİ-DET
"Postalara verilen kağıtlar, mektuplar ve her türlü emanetler yetkili sorgu yargıcı veya yetkili mahkeme kararı olmadıkça açılamaz ve telgraf ve telefonla haberleşmenin gizliliği bozulamaz.",türlü,SIFAT-ADJECTIVE
"Postalara verilen kağıtlar, mektuplar ve her türlü emanetler yetkili sorgu yargıcı veya yetkili mahkeme kararı olmadıkça açılamaz ve telgraf ve telefonla haberleşmenin gizliliği bozulamaz.",emanetler,AD-NOUN
"Postalara verilen kağıtlar, mektuplar ve her türlü emanetler yetkili sorgu yargıcı veya yetkili mahkeme kararı olmadıkça açılamaz ve telgraf ve telefonla haberleşmenin gizliliği bozulamaz.",yetkili,SIFAT-ADJECTIVE
"Postalara verilen kağıtlar, mektuplar ve her türlü emanetler yetkili sorgu yargıcı veya yetkili mahkeme kararı olmadıkça açılamaz ve telgraf ve telefonla haberleşmenin gizliliği bozulamaz.",sorgu,AD-NOUN
"Postalara verilen kağıtlar, mektuplar ve her türlü emanetler yetkili sorgu yargıcı veya yetkili mahkeme kararı olmadıkça açılamaz ve telgraf ve telefonla haberleşmenin gizliliği bozulamaz.",yargıcı,AD-NOUN
"Postalara verilen kağıtlar, mektuplar ve her türlü emanetler yetkili sorgu yargıcı veya yetkili mahkeme kararı olmadıkça açılamaz ve telgraf ve telefonla haberleşmenin gizliliği bozulamaz.",veya,BAĞLAÇ-CONJ
"Postalara verilen kağıtlar, mektuplar ve her türlü emanetler yetkili sorgu yargıcı veya yetkili mahkeme kararı olmadıkça açılamaz ve telgraf ve telefonla haberleşmenin gizliliği bozulamaz.",yetkili,SIFAT-ADJECTIVE
"Postalara verilen kağıtlar, mektuplar ve her türlü emanetler yetkili sorgu yargıcı veya yetkili mahkeme kararı olmadıkça açılamaz ve telgraf ve telefonla haberleşmenin gizliliği bozulamaz.",mahkeme,AD-NOUN
"Postalara verilen kağıtlar, mektuplar ve her türlü emanetler yetkili sorgu yargıcı veya yetkili mahkeme kararı olmadıkça açılamaz ve telgraf ve telefonla haberleşmenin gizliliği bozulamaz.",kararı,AD-NOUN
"Postalara verilen kağıtlar, mektuplar ve her türlü emanetler yetkili sorgu yargıcı veya yetkili mahkeme kararı olmadıkça açılamaz ve telgraf ve telefonla haberleşmenin gizliliği bozulamaz.",olmadıkça,BELİRTEÇ-ADVERB
"Postalara verilen kağıtlar, mektuplar ve her türlü emanetler yetkili sorgu yargıcı veya yetkili mahkeme kararı olmadıkça açılamaz ve telgraf ve telefonla haberleşmenin gizliliği bozulamaz.",açılamaz,FİİL-VERB
"Postalara verilen kağıtlar, mektuplar ve her türlü emanetler yetkili sorgu yargıcı veya yetkili mahkeme kararı olmadıkça açılamaz ve telgraf ve telefonla haberleşmenin gizliliği bozulamaz.",ve,BAĞLAÇ-CONJ
"Postalara verilen kağıtlar, mektuplar ve her türlü emanetler yetkili sorgu yargıcı veya yetkili mahkeme kararı olmadıkça açılamaz ve telgraf ve telefonla haberleşmenin gizliliği bozulamaz.",telgraf,AD-NOUN
"Postalara verilen kağıtlar, mektuplar ve her türlü emanetler yetkili sorgu yargıcı veya yetkili mahkeme kararı olmadıkça açılamaz ve telgraf ve telefonla haberleşmenin gizliliği bozulamaz.",ve,BAĞLAÇ-CONJ
"Postalara verilen kağıtlar, mektuplar ve her türlü emanetler yetkili sorgu yargıcı veya yetkili mahkeme kararı olmadıkça açılamaz ve telgraf ve telefonla haberleşmenin gizliliği bozulamaz.",telefonla,AD-NOUN
"Postalara verilen kağıtlar, mektuplar ve her türlü emanetler yetkili sorgu yargıcı veya yetkili mahkeme kararı olmadıkça açılamaz ve telgraf ve telefonla haberleşmenin gizliliği bozulamaz.",haberleşmenin,AD-NOUN
"Postalara verilen kağıtlar, mektuplar ve her türlü emanetler yetkili sorgu yargıcı veya yetkili mahkeme kararı olmadıkça açılamaz ve telgraf ve telefonla haberleşmenin gizliliği bozulamaz.",gizliliği,AD-NOUN
"Postalara verilen kağıtlar, mektuplar ve her türlü emanetler yetkili sorgu yargıcı veya yetkili mahkeme kararı olmadıkça açılamaz ve telgraf ve telefonla haberleşmenin gizliliği bozulamaz.",bozulamaz,FİİL-VERB
"Postalara verilen kağıtlar, mektuplar ve her türlü emanetler yetkili sorgu yargıcı veya yetkili mahkeme kararı olmadıkça açılamaz ve telgraf ve telefonla haberleşmenin gizliliği bozulamaz.",NOKTA,NOKTALAMA-PUNCTUATION
"Türkler gerek kendileri, gerek kamu ile ilgili olarak kanunlara ve tüzüklere aykırı gördükleri hallerde yetkili makamlara ve Türkiye Büyük Millet Meclisine tek başlarına veya toplu olarak haber verebilir ve şikayette bulunabilirler.",Türkler,AD-NOUN
"Türkler gerek kendileri, gerek kamu ile ilgili olarak kanunlara ve tüzüklere aykırı gördükleri hallerde yetkili makamlara ve Türkiye Büyük Millet Meclisine tek başlarına veya toplu olarak haber verebilir ve şikayette bulunabilirler.",gerek,BAĞLAÇ-CONJ
"Türkler gerek kendileri, gerek kamu ile ilgili olarak kanunlara ve tüzüklere aykırı gördükleri hallerde yetkili makamlara ve Türkiye Büyük Millet Meclisine tek başlarına veya toplu olarak haber verebilir ve şikayette bulunabilirler.",kendileri,ADIL-PRONOUN
"Türkler gerek kendileri, gerek kamu ile ilgili olarak kanunlara ve tüzüklere aykırı gördükleri hallerde yetkili makamlara ve Türkiye Büyük Millet Meclisine tek başlarına veya toplu olarak haber verebilir ve şikayette bulunabilirler.",VİRGÜL,NOKTALAMA-PUNCTUATION
"Türkler gerek kendileri, gerek kamu ile ilgili olarak kanunlara ve tüzüklere aykırı gördükleri hallerde yetkili makamlara ve Türkiye Büyük Millet Meclisine tek başlarına veya toplu olarak haber verebilir ve şikayette bulunabilirler.",gerek,BAĞLAÇ-CONJ
"Türkler gerek kendileri, gerek kamu ile ilgili olarak kanunlara ve tüzüklere aykırı gördükleri hallerde yetkili makamlara ve Türkiye Büyük Millet Meclisine tek başlarına veya toplu olarak haber verebilir ve şikayette bulunabilirler.",kamu,AD-NOUN
"Türkler gerek kendileri, gerek kamu ile ilgili olarak kanunlara ve tüzüklere aykırı gördükleri hallerde yetkili makamlara ve Türkiye Büyük Millet Meclisine tek başlarına veya toplu olarak haber verebilir ve şikayette bulunabilirler.",ile,İLGEÇ-PREPOS
"Türkler gerek kendileri, gerek kamu ile ilgili olarak kanunlara ve tüzüklere aykırı gördükleri hallerde yetkili makamlara ve Türkiye Büyük Millet Meclisine tek başlarına veya toplu olarak haber verebilir ve şikayette bulunabilirler.",ilgili,SIFAT-ADJECTIVE
"Türkler gerek kendileri, gerek kamu ile ilgili olarak kanunlara ve tüzüklere aykırı gördükleri hallerde yetkili makamlara ve Türkiye Büyük Millet Meclisine tek başlarına veya toplu olarak haber verebilir ve şikayette bulunabilirler.",olarak,İLGEÇ-PREPOS
"Türkler gerek kendileri, gerek kamu ile ilgili olarak kanunlara ve tüzüklere aykırı gördükleri hallerde yetkili makamlara ve Türkiye Büyük Millet Meclisine tek başlarına veya toplu olarak haber verebilir ve şikayette bulunabilirler.",kanunlara,AD-NOUN
"Türkler gerek kendileri, gerek kamu ile ilgili olarak kanunlara ve tüzüklere aykırı gördükleri hallerde yetkili makamlara ve Türkiye Büyük Millet Meclisine tek başlarına veya toplu olarak haber verebilir ve şikayette bulunabilirler.",ve,BAĞLAÇ-CONJ
"Türkler gerek kendileri, gerek kamu ile ilgili olarak kanunlara ve tüzüklere aykırı gördükleri hallerde yetkili makamlara ve Türkiye Büyük Millet Meclisine tek başlarına veya toplu olarak haber verebilir ve şikayette bulunabilirler.",tüzüklere,AD-NOUN
"Türkler gerek kendileri, gerek kamu ile ilgili olarak kanunlara ve tüzüklere aykırı gördükleri hallerde yetkili makamlara ve Türkiye Büyük Millet Meclisine tek başlarına veya toplu olarak haber verebilir ve şikayette bulunabilirler.",aykırı,SIFAT-ADJECTIVE
"Türkler gerek kendileri, gerek kamu ile ilgili olarak kanunlara ve tüzüklere aykırı gördükleri hallerde yetkili makamlara ve Türkiye Büyük Millet Meclisine tek başlarına veya toplu olarak haber verebilir ve şikayette bulunabilirler.",gördükleri,SIFAT-ADJECTIVE
"Türkler gerek kendileri, gerek kamu ile ilgili olarak kanunlara ve tüzüklere aykırı gördükleri hallerde yetkili makamlara ve Türkiye Büyük Millet Meclisine tek başlarına veya toplu olarak haber verebilir ve şikayette bulunabilirler.",hallerde,AD-NOUN
"Türkler gerek kendileri, gerek kamu ile ilgili olarak kanunlara ve tüzüklere aykırı gördükleri hallerde yetkili makamlara ve Türkiye Büyük Millet Meclisine tek başlarına veya toplu olarak haber verebilir ve şikayette bulunabilirler.",yetkili,SIFAT-ADJECTIVE
"Türkler gerek kendileri, gerek kamu ile ilgili olarak kanunlara ve tüzüklere aykırı gördükleri hallerde yetkili makamlara ve Türkiye Büyük Millet Meclisine tek başlarına veya toplu olarak haber verebilir ve şikayette bulunabilirler.",makamlara,AD-NOUN
"Türkler gerek kendileri, gerek kamu ile ilgili olarak kanunlara ve tüzüklere aykırı gördükleri hallerde yetkili makamlara ve Türkiye Büyük Millet Meclisine tek başlarına veya toplu olarak haber verebilir ve şikayette bulunabilirler.",ve,BAĞLAÇ-CONJ
"Türkler gerek kendileri, gerek kamu ile ilgili olarak kanunlara ve tüzüklere aykırı gördükleri hallerde yetkili makamlara ve Türkiye Büyük Millet Meclisine tek başlarına veya toplu olarak haber verebilir ve şikayette bulunabilirler.",Türkiye,AD-NOUN
"Türkler gerek kendileri, gerek kamu ile ilgili olarak kanunlara ve tüzüklere aykırı gördükleri hallerde yetkili makamlara ve Türkiye Büyük Millet Meclisine tek başlarına veya toplu olarak haber verebilir ve şikayette bulunabilirler.",Büyük,SIFAT-ADJECTIVE
"Türkler gerek kendileri, gerek kamu ile ilgili olarak kanunlara ve tüzüklere aykırı gördükleri hallerde yetkili makamlara ve Türkiye Büyük Millet Meclisine tek başlarına veya toplu olarak haber verebilir ve şikayette bulunabilirler.",Millet,AD-NOUN
"Türkler gerek kendileri, gerek kamu ile ilgili olarak kanunlara ve tüzüklere aykırı gördükleri hallerde yetkili makamlara ve Türkiye Büyük Millet Meclisine tek başlarına veya toplu olarak haber verebilir ve şikayette bulunabilirler.",Meclisine,AD-NOUN
